Dados Processados/Gerados: 23760
DIA DE SORTE  -  Resultado dos números gerados a partir 6 conjuntos linhas 20x11 ns - SIMPLES
[Processar os blocos de 5] => 4.  2-2-2-0-0  em qualquer ordenamento dos 5 blocos[Número 16 no filtro 10 linhas de 3 -considerar] =>  Sorteado[Quantidade de linhas no filtro 10 linhas de 3 - considerar] => 15 Números Não Sorteados - 5 x 3[Filtro 4 blocos por conjunto referente a cada linha dos 20 nº de base] => Sem Filtrar
TOTAL: 2738
----------------------------
01 02 03 04 06 15 16  -  05 07 08 09 10 11 12 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 03 04 06 16 24  -  05 07 08 09 10 11 12 13 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 03 04 08 11 16  -  05 06 07 09 10 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 03 04 08 12 16  -  05 06 07 09 10 11 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 03 06 11 15 16  -  04 05 07 08 09 10 12 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 03 06 11 16 24  -  04 05 07 08 09 10 12 13 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 03 06 12 15 16  -  04 05 07 08 09 10 11 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 03 06 12 16 24  -  04 05 07 08 09 10 11 13 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 03 08 11 12 16  -  04 05 06 07 09 10 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 03 08 16 18 20  -  04 05 06 07 09 10 11 12 13 14 15 17 19 21 22 23 24 25 26 27 28 29 30 31
01 02 03 08 16 18 29  -  04 05 06 07 09 10 11 12 13 14 15 17 19 20 21 22 23 24 25 26 27 28 30 31
01 02 03 08 16 20 29  -  04 05 06 07 09 10 11 12 13 14 15 17 18 19 21 22 23 24 25 26 27 28 30 31
01 02 03 08 16 22 25  -  04 05 06 07 09 10 11 12 13 14 15 17 18 19 20 21 23 24 26 27 28 29 30 31
01 02 03 08 16 22 27  -  04 05 06 07 09 10 11 12 13 14 15 17 18 19 20 21 23 24 25 26 28 29 30 31
01 02 03 08 16 25 27  -  04 05 06 07 09 10 11 12 13 14 15 17 18 19 20 21 22 23 24 26 28 29 30 31
01 02 03 15 16 18 30  -  04 05 06 07 08 09 10 11 12 13 14 17 19 20 21 22 23 24 25 26 27 28 29 31
01 02 03 15 16 20 30  -  04 05 06 07 08 09 10 11 12 13 14 17 18 19 21 22 23 24 25 26 27 28 29 31
01 02 03 15 16 21 22  -  04 05 06 07 08 09 10 11 12 13 14 17 18 19 20 23 24 25 26 27 28 29 30 31
01 02 03 15 16 21 25  -  04 05 06 07 08 09 10 11 12 13 14 17 18 19 20 22 23 24 26 27 28 29 30 31
01 02 03 15 16 22 27  -  04 05 06 07 08 09 10 11 12 13 14 17 18 19 20 21 23 24 25 26 28 29 30 31
01 02 03 15 16 25 27  -  04 05 06 07 08 09 10 11 12 13 14 17 18 19 20 21 22 23 24 26 28 29 30 31
01 02 03 15 16 29 30  -  04 05 06 07 08 09 10 11 12 13 14 17 18 19 20 21 22 23 24 25 26 27 28 31
01 02 03 16 18 24 29  -  04 05 06 07 08 09 10 11 12 13 14 15 17 19 20 21 22 23 25 26 27 28 30 31
01 02 03 16 18 24 30  -  04 05 06 07 08 09 10 11 12 13 14 15 17 19 20 21 22 23 25 26 27 28 29 31
01 02 03 16 20 24 29  -  04 05 06 07 08 09 10 11 12 13 14 15 17 18 19 21 22 23 25 26 27 28 30 31
01 02 03 16 20 24 30  -  04 05 06 07 08 09 10 11 12 13 14 15 17 18 19 21 22 23 25 26 27 28 29 31
01 02 03 16 21 22 24  -  04 05 06 07 08 09 10 11 12 13 14 15 17 18 19 20 23 25 26 27 28 29 30 31
01 02 03 16 21 24 25  -  04 05 06 07 08 09 10 11 12 13 14 15 17 18 19 20 22 23 26 27 28 29 30 31
01 02 03 16 21 24 27  -  04 05 06 07 08 09 10 11 12 13 14 15 17 18 19 20 22 23 25 26 28 29 30 31
01 02 04 06 08 13 16  -  03 05 07 09 10 11 12 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 04 06 08 14 16  -  03 05 07 09 10 11 12 13 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 04 06 13 15 16  -  03 05 07 08 09 10 11 12 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 04 06 14 15 16  -  03 05 07 08 09 10 11 12 13 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 04 06 14 16 24  -  03 05 07 08 09 10 11 12 13 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 04 11 13 16 24  -  03 05 06 07 08 09 10 12 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 04 12 13 16 24  -  03 05 06 07 08 09 10 11 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 06 08 11 13 16  -  03 04 05 07 09 10 12 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 08 11 14 16  -  03 04 05 07 09 10 12 13 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 08 12 13 16  -  03 04 05 07 09 10 11 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 08 12 14 16  -  03 04 05 07 09 10 11 13 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 11 13 15 16  -  03 04 05 07 08 09 10 12 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 11 14 15 16  -  03 04 05 07 08 09 10 12 13 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 11 14 16 24  -  03 04 05 07 08 09 10 12 13 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 06 12 13 15 16  -  03 04 05 07 08 09 10 11 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 12 14 15 16  -  03 04 05 07 08 09 10 11 13 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 02 06 12 14 16 24  -  03 04 05 07 08 09 10 11 13 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 08 13 16 18 29  -  03 04 05 06 07 09 10 11 12 14 15 17 19 20 21 22 23 24 25 26 27 28 30 31
01 02 08 13 16 18 30  -  03 04 05 06 07 09 10 11 12 14 15 17 19 20 21 22 23 24 25 26 27 28 29 31
01 02 08 13 16 20 29  -  03 04 05 06 07 09 10 11 12 14 15 17 18 19 21 22 23 24 25 26 27 28 30 31
01 02 08 13 16 20 30  -  03 04 05 06 07 09 10 11 12 14 15 17 18 19 21 22 23 24 25 26 27 28 29 31
01 02 08 13 16 21 22  -  03 04 05 06 07 09 10 11 12 14 15 17 18 19 20 23 24 25 26 27 28 29 30 31
01 02 08 13 16 21 25  -  03 04 05 06 07 09 10 11 12 14 15 17 18 19 20 22 23 24 26 27 28 29 30 31
01 02 08 13 16 21 27  -  03 04 05 06 07 09 10 11 12 14 15 17 18 19 20 22 23 24 25 26 28 29 30 31
01 02 08 14 16 18 30  -  03 04 05 06 07 09 10 11 12 13 15 17 19 20 21 22 23 24 25 26 27 28 29 31
01 02 08 14 16 20 30  -  03 04 05 06 07 09 10 11 12 13 15 17 18 19 21 22 23 24 25 26 27 28 29 31
01 02 08 14 16 21 22  -  03 04 05 06 07 09 10 11 12 13 15 17 18 19 20 23 24 25 26 27 28 29 30 31
01 02 08 14 16 21 25  -  03 04 05 06 07 09 10 11 12 13 15 17 18 19 20 22 23 24 26 27 28 29 30 31
01 02 08 14 16 21 27  -  03 04 05 06 07 09 10 11 12 13 15 17 18 19 20 22 23 24 25 26 28 29 30 31
01 02 08 14 16 29 30  -  03 04 05 06 07 09 10 11 12 13 15 17 18 19 20 21 22 23 24 25 26 27 28 31
01 02 11 12 13 16 24  -  03 04 05 06 07 08 09 10 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 02 13 15 16 18 29  -  03 04 05 06 07 08 09 10 11 12 14 17 19 20 21 22 23 24 25 26 27 28 30 31
01 02 13 15 16 18 30  -  03 04 05 06 07 08 09 10 11 12 14 17 19 20 21 22 23 24 25 26 27 28 29 31
01 02 13 15 16 20 29  -  03 04 05 06 07 08 09 10 11 12 14 17 18 19 21 22 23 24 25 26 27 28 30 31
01 02 13 15 16 20 30  -  03 04 05 06 07 08 09 10 11 12 14 17 18 19 21 22 23 24 25 26 27 28 29 31
01 02 13 15 16 21 22  -  03 04 05 06 07 08 09 10 11 12 14 17 18 19 20 23 24 25 26 27 28 29 30 31
01 02 13 15 16 21 25  -  03 04 05 06 07 08 09 10 11 12 14 17 18 19 20 22 23 24 26 27 28 29 30 31
01 02 13 15 16 22 27  -  03 04 05 06 07 08 09 10 11 12 14 17 18 19 20 21 23 24 25 26 28 29 30 31
01 02 13 15 16 25 27  -  03 04 05 06 07 08 09 10 11 12 14 17 18 19 20 21 22 23 24 26 28 29 30 31
01 02 13 16 18 20 24  -  03 04 05 06 07 08 09 10 11 12 14 15 17 19 21 22 23 25 26 27 28 29 30 31
01 02 13 16 22 24 25  -  03 04 05 06 07 08 09 10 11 12 14 15 17 18 19 20 21 23 26 27 28 29 30 31
01 02 13 16 22 24 27  -  03 04 05 06 07 08 09 10 11 12 14 15 17 18 19 20 21 23 25 26 28 29 30 31
01 02 13 16 24 25 27  -  03 04 05 06 07 08 09 10 11 12 14 15 17 18 19 20 21 22 23 26 28 29 30 31
01 02 14 15 16 18 30  -  03 04 05 06 07 08 09 10 11 12 13 17 19 20 21 22 23 24 25 26 27 28 29 31
01 02 14 15 16 20 30  -  03 04 05 06 07 08 09 10 11 12 13 17 18 19 21 22 23 24 25 26 27 28 29 31
01 02 14 15 16 21 22  -  03 04 05 06 07 08 09 10 11 12 13 17 18 19 20 23 24 25 26 27 28 29 30 31
01 02 14 15 16 21 25  -  03 04 05 06 07 08 09 10 11 12 13 17 18 19 20 22 23 24 26 27 28 29 30 31
01 02 14 15 16 22 27  -  03 04 05 06 07 08 09 10 11 12 13 17 18 19 20 21 23 24 25 26 28 29 30 31
01 02 14 15 16 25 27  -  03 04 05 06 07 08 09 10 11 12 13 17 18 19 20 21 22 23 24 26 28 29 30 31
01 02 14 15 16 29 30  -  03 04 05 06 07 08 09 10 11 12 13 17 18 19 20 21 22 23 24 25 26 27 28 31
01 02 14 16 18 24 29  -  03 04 05 06 07 08 09 10 11 12 13 15 17 19 20 21 22 23 25 26 27 28 30 31
01 02 14 16 18 24 30  -  03 04 05 06 07 08 09 10 11 12 13 15 17 19 20 21 22 23 25 26 27 28 29 31
01 02 14 16 20 24 29  -  03 04 05 06 07 08 09 10 11 12 13 15 17 18 19 21 22 23 25 26 27 28 30 31
01 02 14 16 20 24 30  -  03 04 05 06 07 08 09 10 11 12 13 15 17 18 19 21 22 23 25 26 27 28 29 31
01 02 14 16 21 22 24  -  03 04 05 06 07 08 09 10 11 12 13 15 17 18 19 20 23 25 26 27 28 29 30 31
01 02 14 16 21 24 25  -  03 04 05 06 07 08 09 10 11 12 13 15 17 18 19 20 22 23 26 27 28 29 30 31
01 02 14 16 21 24 27  -  03 04 05 06 07 08 09 10 11 12 13 15 17 18 19 20 22 23 25 26 28 29 30 31
01 03 04 05 06 15 16  -  02 07 08 09 10 11 12 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 03 04 05 06 16 24  -  02 07 08 09 10 11 12 13 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 03 04 05 08 11 16  -  02 06 07 09 10 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 03 04 05 08 12 16  -  02 06 07 09 10 11 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 03 04 06 07 15 16  -  02 05 08 09 10 11 12 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
01 03 04 06 07 16 24  -  02 05 08 09 10 11 12 13 14 15 17 18 19 20 21 22 23 25 26 27 28 29 30 31
01 03 04 06 09 15 16  -  02 05 07 08 10 11 12 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
